1	187.000	-58.453	
1	188.000	-57.874	
1	189.000	-57.311	
1	190.000	-56.787	
1	191.000	-56.343	
1	192.000	-55.964	
1	193.000	-55.572	
1	194.000	-55.181	
1	195.000	-70.000	
1	196.000	-70.000	
1	197.000	-69.100	
1	198.000	-67.477	
1	199.000	-66.122	
1	200.000	-64.971	
1	201.000	-63.959	
1	202.000	-63.018	
1	203.000	-62.137	
1	204.000	-61.323	
1	205.000	-60.579	
1	206.000	-59.924	
1	207.000	-59.297	
1	208.000	-58.698	
1	209.000	-58.127	
1	210.000	-57.580	
1	211.000	-57.062	
1	212.000	-56.593	
1	213.000	-56.139	
1	214.000	-55.697	
1	215.000	-55.274	
1	216.000	-70.000	
1	217.000	-70.000	
1	218.000	-69.647	
1	219.000	-68.001	
1	220.000	-66.544	
1	221.000	-65.257	
1	222.000	-64.088	
1	223.000	-63.035	
1	224.000	-62.105	
1	225.000	-61.256	
1	226.000	-60.498	
1	227.000	-59.804	
1	228.000	-59.178	
1	229.000	-58.628	
1	230.000	-58.135	
1	231.000	-57.667	
1	232.000	-57.201	
1	233.000	-56.723	
1	234.000	-56.275	
1	235.000	-55.845	
1	236.000	-55.440	
1	237.000	-55.120	
1	238.000	-70.000	
1	239.000	-70.000	
1	240.000	-69.171	
1	241.000	-67.606	
1	242.000	-66.148	
1	243.000	-64.833	
1	244.000	-63.653	
1	245.000	-62.581	
1	246.000	-61.601	
1	247.000	-60.684	
1	248.000	-59.850	
1	249.000	-59.140	
