1	1.000	-70.000	
1	2.000	-69.966	
1	3.000	-69.722	
1	4.000	-69.211	
1	5.000	-68.501	
1	6.000	-67.649	
1	7.000	-66.716	
1	8.000	-65.731	
1	9.000	-64.709	
1	10.000	-63.700	
1	11.000	-62.741	
1	12.000	-61.852	
1	13.000	-61.006	
1	14.000	-60.204	
1	15.000	-59.480	
1	16.000	-58.790	
1	17.000	-58.119	
1	18.000	-57.491	
1	19.000	-56.867	
1	20.000	-56.259	
1	21.000	-55.679	
1	22.000	-55.192	
1	23.000	-70.000	
1	24.000	-70.000	
1	25.000	-69.088	
1	26.000	-67.403	
1	27.000	-65.892	
1	28.000	-64.528	
1	29.000	-63.306	
1	30.000	-62.177	
1	31.000	-61.167	
1	32.000	-60.298	
1	33.000	-59.548	
1	34.000	-58.864	
1	35.000	-58.277	
1	36.000	-57.769	
1	37.000	-57.272	
1	38.000	-56.789	
1	39.000	-56.292	
1	40.000	-55.780	
1	41.000	-55.269	
1	42.000	-70.000	
1	43.000	-70.000	
1	44.000	-69.238	
1	45.000	-67.470	
1	46.000	-65.935	
1	47.000	-64.578	
1	48.000	-63.357	
1	49.000	-62.255	
1	50.000	-61.234	
1	51.000	-60.351	
1	52.000	-59.611	
1	53.000	-58.997	
1	54.000	-58.494	
1	55.000	-58.084	
1	56.000	-57.771	
1	57.000	-57.540	
1	58.000	-57.327	
1	59.000	-57.097	
1	60.000	-56.855	
1	61.000	-56.570	
1	62.000	-56.212	
1	63.000	-55.826	
1	64.000	-55.462	
1	65.000	-55.135	
1	66.000	-70.000	
1	67.000	-70.000	
1	68.000	-69.189	
1	69.000	-67.728	
1	70.000	-66.401	
1	71.000	-65.165	
1	72.000	-64.021	
1	73.000	-63.000	
1	74.000	-62.097	
1	75.000	-61.265	
1	76.000	-60.433	
1	77.000	-59.614	
1	78.000	-58.903	
1	79.000	-58.297	
1	80.000	-57.803	
1	81.000	-57.341	
1	82.000	-56.892	
1	83.000	-56.476	
1	84.000	-56.031	
1	85.000	-55.566	
1	86.000	-55.155	
1	87.000	-70.000	
1	88.000	-70.000	
1	89.000	-69.139	
1	90.000	-67.598	
1	91.000	-66.256	
1	92.000	-65.050	
1	93.000	-63.960	
1	94.000	-62.975	
1	95.000	-62.080	
1	96.000	-61.251	
1	97.000	-60.456	
1	98.000	-59.734	
1	99.000	-59.088	
1	100.000	-58.435	
1	101.000	-57.802	
1	102.000	-57.200	
1	103.000	-56.655	
1	104.000	-56.173	
1	105.000	-55.736	
1	106.000	-55.368	
1	107.000	-55.072	
1	108.000	-70.000	
1	109.000	-70.000	
1	110.000	-68.875	
1	111.000	-67.387	
1	112.000	-66.034	
1	113.000	-64.809	
1	114.000	-63.660	
1	115.000	-62.601	
1	116.000	-61.660	
1	117.000	-60.784	
1	118.000	-59.956	
1	119.000	-59.169	
1	120.000	-58.454	
1	121.000	-57.852	
1	122.000	-57.370	
1	123.000	-56.894	
1	124.000	-56.381	
1	125.000	-55.878	
1	126.000	-55.424	
1	127.000	-55.029	
1	128.000	-70.000	
1	129.000	-70.000	
1	130.000	-68.448	
1	131.000	-66.900	
1	132.000	-65.483	
1	133.000	-64.208	
1	134.000	-63.064	
1	135.000	-62.053	
1	136.000	-61.189	
1	137.000	-60.426	
1	138.000	-59.753	
1	139.000	-59.177	
1	140.000	-58.636	
1	141.000	-58.137	
1	142.000	-57.733	
1	143.000	-57.387	
1	144.000	-57.059	
1	145.000	-56.761	
1	146.000	-56.500	
1	147.000	-56.235	
1	148.000	-55.944	
1	149.000	-55.625	
1	150.000	-55.284	
1	151.000	-70.000	
1	152.000	-70.000	
1	153.000	-69.822	
1	154.000	-68.148	
1	155.000	-66.640	
1	156.000	-65.279	
1	157.000	-64.045	
1	158.000	-62.931	
1	159.000	-61.946	
1	160.000	-61.064	
1	161.000	-60.274	
1	162.000	-59.574	
1	163.000	-59.002	
1	164.000	-58.547	
1	165.000	-58.149	
1	166.000	-57.785	
1	167.000	-57.450	
1	168.000	-57.107	
1	169.000	-56.752	
1	170.000	-56.375	
1	171.000	-56.006	
1	172.000	-55.639	
1	173.000	-55.264	
1	174.000	-70.000	
1	175.000	-70.000	
1	176.000	-69.454	
1	177.000	-67.770	
1	178.000	-66.315	
1	179.000	-65.039	
1	180.000	-63.902	
1	181.000	-62.903	
1	182.000	-62.020	
1	183.000	-61.218	
1	184.000	-60.447	
1	185.000	-59.736	
1	186.000	-59.074	
